run_name,seed,lora_rank,lora_alpha,lr,cls_weight,epochs,trainable_parameters,before_acc,after_acc,after_r1,after_r5,after_r10,after_mean_rank,after_margin,train_loss,output_dir
r4_a8_lr1em04_s2026,2026,4,8.0,0.0001,0.3,12,372745,0.032608695328235626,0.33695653080940247,0.11956521739130435,0.4782608695652174,0.717391304347826,10.66304347826087,-0.007824866991976032,1.270536350167316,meta0713_fixed120_lora_grid_ep12\r4_a8_lr1em04_s2026
r4_a8_lr1em04_s42,42,4,8.0,0.0001,0.3,12,372745,0.06521739065647125,0.4021739065647125,0.11956521739130435,0.3695652173913043,0.5543478260869565,13.173913043478262,-0.007806898135205974,1.2543891966342926,meta0713_fixed120_lora_grid_ep12\r4_a8_lr1em04_s42
r4_a8_lr5em05_s42,42,4,8.0,5e-05,0.3,12,372745,0.06521739065647125,0.3695652186870575,0.11956521739130435,0.31521739130434784,0.5108695652173914,15.717391304347826,-0.007310531385566877,1.4700934290885925,meta0713_fixed120_lora_grid_ep12\r4_a8_lr5em05_s42
r8_a16_lr1em04_s2026,2026,8,16.0,0.0001,0.3,12,741385,0.032608695328235626,0.3804347813129425,0.10869565217391304,0.43478260869565216,0.6847826086956522,9.98913043478261,-0.007580538644738819,1.1928182438663815,meta0713_fixed120_lora_grid_ep12\r8_a16_lr1em04_s2026
r8_a16_lr1em04_s42,42,8,16.0,0.0001,0.3,12,741385,0.06521739065647125,0.42391306161880493,0.11956521739130435,0.3804347826086957,0.5434782608695652,13.33695652173913,-0.00908547364499258,1.1603865895582282,meta0713_fixed120_lora_grid_ep12\r8_a16_lr1em04_s42
