run_name,seed,lora_rank,lora_alpha,lr,cls_weight,epochs,trainable_parameters,before_acc,after_acc,after_r1,after_r5,after_r10,after_mean_rank,after_margin,train_loss,output_dir
r8_a16_lr1em04_s42,42,8,16.0,0.0001,0.3,12,741385,0.06521739065647125,0.4021739065647125,0.21739130434782608,0.5108695652173914,0.6956521739130435,9.73913043478261,-0.014006964376439219,0.8743271905442943,meta0713_fusion_concat_lora_ep12\r8_a16_lr1em04_s42
